date,year,month,day,weekday,hour,demand
4/14/2018,2018,4,14,7,16,7375
4/14/2018,2018,4,14,7,17,6612
4/14/2018,2018,4,14,7,18,5609
4/14/2018,2018,4,14,7,19,6471.5
4/14/2018,2018,4,14,7,20,7334
4/14/2018,2018,4,14,7,21,7665
4/14/2018,2018,4,14,7,22,7678
4/14/2018,2018,4,14,7,23,7510
4/15/2018,2018,4,15,1,0,6914
4/15/2018,2018,4,15,1,1,6541
4/15/2018,2018,4,15,1,2,6243
4/15/2018,2018,4,15,1,3,6096
4/15/2018,2018,4,15,1,4,5994
4/15/2018,2018,4,15,1,5,5904
4/15/2018,2018,4,15,1,6,5767
4/15/2018,2018,4,15,1,7,5973
4/15/2018,2018,4,15,1,8,6316
4/15/2018,2018,4,15,1,9,7036
4/15/2018,2018,4,15,1,10,7434
4/15/2018,2018,4,15,1,11,7650
4/15/2018,2018,4,15,1,12,8044
4/15/2018,2018,4,15,1,13,8184
4/15/2018,2018,4,15,1,14,8224
4/15/2018,2018,4,15,1,15,8550
4/15/2018,2018,4,15,1,16,8484
4/15/2018,2018,4,15,1,17,8335
4/15/2018,2018,4,15,1,18,8265
4/15/2018,2018,4,15,1,19,9057
4/15/2018,2018,4,15,1,20,9849
4/15/2018,2018,4,15,1,21,9788
4/15/2018,2018,4,15,1,22,9768
4/15/2018,2018,4,15,1,23,9554
4/16/2018,2018,4,16,2,0,9301
4/16/2018,2018,4,16,2,1,8729
4/16/2018,2018,4,16,2,2,8402
4/16/2018,2018,4,16,2,3,8216
4/16/2018,2018,4,16,2,4,8023
4/16/2018,2018,4,16,2,5,7796
4/16/2018,2018,4,16,2,6,7468
4/16/2018,2018,4,16,2,7,7383
4/16/2018,2018,4,16,2,8,7585
4/16/2018,2018,4,16,2,9,8118
4/16/2018,2018,4,16,2,10,8361
4/16/2018,2018,4,16,2,11,8512
4/16/2018,2018,4,16,2,12,8840
4/16/2018,2018,4,16,2,13,8908
4/16/2018,2018,4,16,2,14,8924
4/16/2018,2018,4,16,2,15,9127
4/16/2018,2018,4,16,2,16,9060
4/16/2018,2018,4,16,2,17,8747
4/16/2018,2018,4,16,2,18,8547
4/16/2018,2018,4,16,2,19,9097
4/16/2018,2018,4,16,2,20,9647
4/16/2018,2018,4,16,2,21,9702
4/16/2018,2018,4,16,2,22,8748
4/16/2018,2018,4,16,2,23,8401
4/17/2018,2018,4,17,3,0,8543
4/17/2018,2018,4,17,3,1,8203
4/17/2018,2018,4,17,3,2,7931
4/17/2018,2018,4,17,3,3,7724
4/17/2018,2018,4,17,3,4,7380
4/17/2018,2018,4,17,3,5,7361
4/17/2018,2018,4,17,3,6,7191
4/17/2018,2018,4,17,3,7,7051
4/17/2018,2018,4,17,3,8,7095
4/17/2018,2018,4,17,3,9,7259
4/17/2018,2018,4,17,3,10,7437
4/17/2018,2018,4,17,3,11,7298
4/17/2018,2018,4,17,3,12,7293
4/17/2018,2018,4,17,3,13,6477
4/17/2018,2018,4,17,3,14,6044
4/17/2018,2018,4,17,3,15,6757
4/17/2018,2018,4,17,3,16,6466
4/17/2018,2018,4,17,3,17,6511
4/17/2018,2018,4,17,3,18,6692
4/17/2018,2018,4,17,3,19,7560.5
4/17/2018,2018,4,17,3,20,8429
4/17/2018,2018,4,17,3,21,8288
4/17/2018,2018,4,17,3,22,7652
4/17/2018,2018,4,17,3,23,6684
4/18/2018,2018,4,18,4,0,4981
4/18/2018,2018,4,18,4,1,4389
4/18/2018,2018,4,18,4,2,4550
4/18/2018,2018,4,18,4,3,4551
4/18/2018,2018,4,18,4,4,4376
4/18/2018,2018,4,18,4,5,4410
4/18/2018,2018,4,18,4,6,4487
4/18/2018,2018,4,18,4,7,4804
4/18/2018,2018,4,18,4,8,5238
4/18/2018,2018,4,18,4,9,5957
4/18/2018,2018,4,18,4,10,6573
4/18/2018,2018,4,18,4,11,6969
4/18/2018,2018,4,18,4,12,7536
4/18/2018,2018,4,18,4,13,7928
4/18/2018,2018,4,18,4,14,7807
4/18/2018,2018,4,18,4,15,8086
4/18/2018,2018,4,18,4,16,8206
4/18/2018,2018,4,18,4,17,7898
4/18/2018,2018,4,18,4,18,8051
4/18/2018,2018,4,18,4,19,8904.5
4/18/2018,2018,4,18,4,20,9758
4/18/2018,2018,4,18,4,21,9687
4/18/2018,2018,4,18,4,22,9423
4/18/2018,2018,4,18,4,23,8848
4/19/2018,2018,4,19,5,0,8105
4/19/2018,2018,4,19,5,1,6144
4/19/2018,2018,4,19,5,2,5896
4/19/2018,2018,4,19,5,3,6010
4/19/2018,2018,4,19,5,4,5877
4/19/2018,2018,4,19,5,5,5683
4/19/2018,2018,4,19,5,6,5539
4/19/2018,2018,4,19,5,7,5443
4/19/2018,2018,4,19,5,8,5815
4/19/2018,2018,4,19,5,9,6553
4/19/2018,2018,4,19,5,10,6984
4/19/2018,2018,4,19,5,11,7155
4/19/2018,2018,4,19,5,12,7640
4/19/2018,2018,4,19,5,13,8028
4/19/2018,2018,4,19,5,14,7805
4/19/2018,2018,4,19,5,15,8132
4/19/2018,2018,4,19,5,16,8181
4/19/2018,2018,4,19,5,17,7812
4/19/2018,2018,4,19,5,18,7676
4/19/2018,2018,4,19,5,19,8399
4/19/2018,2018,4,19,5,20,9122
4/19/2018,2018,4,19,5,21,8023
4/19/2018,2018,4,19,5,22,7573
4/19/2018,2018,4,19,5,23,7807
4/20/2018,2018,4,20,6,0,7813
4/20/2018,2018,4,20,6,1,7392
4/20/2018,2018,4,20,6,2,7222
4/20/2018,2018,4,20,6,3,6769
4/20/2018,2018,4,20,6,4,6366
4/20/2018,2018,4,20,6,5,6417
4/20/2018,2018,4,20,6,6,6143
4/20/2018,2018,4,20,6,7,5929
4/20/2018,2018,4,20,6,8,5926
4/20/2018,2018,4,20,6,9,5957
4/20/2018,2018,4,20,6,10,6067
4/20/2018,2018,4,20,6,11,6060
4/20/2018,2018,4,20,6,12,6207
4/20/2018,2018,4,20,6,13,6277
4/20/2018,2018,4,20,6,14,6088
4/20/2018,2018,4,20,6,15,6656
4/20/2018,2018,4,20,6,16,6562
4/20/2018,2018,4,20,6,17,6316
4/20/2018,2018,4,20,6,18,6215
4/20/2018,2018,4,20,6,19,7011.5
4/20/2018,2018,4,20,6,20,7808
4/20/2018,2018,4,20,6,21,8065
4/20/2018,2018,4,20,6,22,8049
4/20/2018,2018,4,20,6,23,8082
4/21/2018,2018,4,21,7,0,7737
4/21/2018,2018,4,21,7,1,7437
4/21/2018,2018,4,21,7,2,7318
4/21/2018,2018,4,21,7,3,7051
4/21/2018,2018,4,21,7,4,6905
4/21/2018,2018,4,21,7,5,6931
4/21/2018,2018,4,21,7,6,6638
4/21/2018,2018,4,21,7,7,6460
4/21/2018,2018,4,21,7,8,6263
4/21/2018,2018,4,21,7,9,6519
4/21/2018,2018,4,21,7,10,6227
4/21/2018,2018,4,21,7,11,6321
4/21/2018,2018,4,21,7,12,7094
4/21/2018,2018,4,21,7,13,7216
4/21/2018,2018,4,21,7,14,7304
4/21/2018,2018,4,21,7,15,6690
4/21/2018,2018,4,21,7,16,6601
4/21/2018,2018,4,21,7,17,6345
4/21/2018,2018,4,21,7,18,6519
4/21/2018,2018,4,21,7,19,7294.5
4/21/2018,2018,4,21,7,20,8070
4/21/2018,2018,4,21,7,21,8498
4/21/2018,2018,4,21,7,22,8435
4/21/2018,2018,4,21,7,23,8052
4/22/2018,2018,4,22,1,0,7627
4/22/2018,2018,4,22,1,1,7230
4/22/2018,2018,4,22,1,2,6994
4/22/2018,2018,4,22,1,3,6814
4/22/2018,2018,4,22,1,4,6440
4/22/2018,2018,4,22,1,5,6659
4/22/2018,2018,4,22,1,6,6458
4/22/2018,2018,4,22,1,7,6577
4/22/2018,2018,4,22,1,8,6695
4/22/2018,2018,4,22,1,9,7089
4/22/2018,2018,4,22,1,10,7483
4/22/2018,2018,4,22,1,11,7707
4/22/2018,2018,4,22,1,12,7954
4/22/2018,2018,4,22,1,13,7943
4/22/2018,2018,4,22,1,14,7971
4/22/2018,2018,4,22,1,15,8397
4/22/2018,2018,4,22,1,16,7745
4/22/2018,2018,4,22,1,17,7485
4/22/2018,2018,4,22,1,18,7478
4/22/2018,2018,4,22,1,19,7666
4/22/2018,2018,4,22,1,20,7854
4/22/2018,2018,4,22,1,21,8461
4/22/2018,2018,4,22,1,22,8624
4/22/2018,2018,4,22,1,23,8450
4/23/2018,2018,4,23,2,0,7920
4/23/2018,2018,4,23,2,1,7676
4/23/2018,2018,4,23,2,2,7334
4/23/2018,2018,4,23,2,3,7052
4/23/2018,2018,4,23,2,4,6919
4/23/2018,2018,4,23,2,5,6843
4/23/2018,2018,4,23,2,6,6641
4/23/2018,2018,4,23,2,7,6723
4/23/2018,2018,4,23,2,8,6919
4/23/2018,2018,4,23,2,9,7428
4/23/2018,2018,4,23,2,10,7853
4/23/2018,2018,4,23,2,11,7973
4/23/2018,2018,4,23,2,12,8105
4/23/2018,2018,4,23,2,13,8472
4/23/2018,2018,4,23,2,14,8401
4/23/2018,2018,4,23,2,15,8621
4/23/2018,2018,4,23,2,16,8820
4/23/2018,2018,4,23,2,17,8554
4/23/2018,2018,4,23,2,18,8347
4/23/2018,2018,4,23,2,19,8993.5
4/23/2018,2018,4,23,2,20,9640
4/23/2018,2018,4,23,2,21,9720
4/23/2018,2018,4,23,2,22,9596
4/23/2018,2018,4,23,2,23,9744
4/24/2018,2018,4,24,3,0,9602
4/24/2018,2018,4,24,3,1,8989
4/24/2018,2018,4,24,3,2,8631
4/24/2018,2018,4,24,3,3,8357
4/24/2018,2018,4,24,3,4,7894
4/24/2018,2018,4,24,3,5,7824
4/24/2018,2018,4,24,3,6,7360
4/24/2018,2018,4,24,3,7,7249
4/24/2018,2018,4,24,3,8,7235
4/24/2018,2018,4,24,3,9,7933
4/24/2018,2018,4,24,3,10,8191
4/24/2018,2018,4,24,3,11,8410
4/24/2018,2018,4,24,3,12,8526
4/24/2018,2018,4,24,3,13,8800
4/24/2018,2018,4,24,3,14,8817
4/24/2018,2018,4,24,3,15,9110
4/24/2018,2018,4,24,3,16,9179
4/24/2018,2018,4,24,3,17,8744
4/24/2018,2018,4,24,3,18,8494
4/24/2018,2018,4,24,3,19,9286
4/24/2018,2018,4,24,3,20,10078
4/24/2018,2018,4,24,3,21,10137
4/24/2018,2018,4,24,3,22,9984
4/24/2018,2018,4,24,3,23,9975
4/25/2018,2018,4,25,4,0,9800
4/25/2018,2018,4,25,4,1,9269
4/25/2018,2018,4,25,4,2,8853
4/25/2018,2018,4,25,4,3,8463
4/25/2018,2018,4,25,4,4,7777
4/25/2018,2018,4,25,4,5,7599
4/25/2018,2018,4,25,4,6,7229
4/25/2018,2018,4,25,4,7,7267
4/25/2018,2018,4,25,4,8,7264
4/25/2018,2018,4,25,4,9,7803
4/25/2018,2018,4,25,4,10,7850
4/25/2018,2018,4,25,4,11,8199
4/25/2018,2018,4,25,4,12,8329
4/25/2018,2018,4,25,4,13,8519
4/25/2018,2018,4,25,4,14,8378
4/25/2018,2018,4,25,4,15,8953
4/25/2018,2018,4,25,4,16,8882
4/25/2018,2018,4,25,4,17,8395
4/25/2018,2018,4,25,4,18,7689
4/25/2018,2018,4,25,4,19,6835.5
4/25/2018,2018,4,25,4,20,5982
4/25/2018,2018,4,25,4,21,6124
4/25/2018,2018,4,25,4,22,6232
4/25/2018,2018,4,25,4,23,5710
4/26/2018,2018,4,26,5,0,5740
4/26/2018,2018,4,26,5,1,5852
4/26/2018,2018,4,26,5,2,5749
4/26/2018,2018,4,26,5,3,5710
4/26/2018,2018,4,26,5,4,5366
4/26/2018,2018,4,26,5,5,5484
4/26/2018,2018,4,26,5,6,5379
4/26/2018,2018,4,26,5,7,5599
4/26/2018,2018,4,26,5,8,5820
4/26/2018,2018,4,26,5,9,6451
4/26/2018,2018,4,26,5,10,6829
4/26/2018,2018,4,26,5,11,7023
4/26/2018,2018,4,26,5,12,7243
4/26/2018,2018,4,26,5,13,7335
4/26/2018,2018,4,26,5,14,7225
4/26/2018,2018,4,26,5,15,7606
4/26/2018,2018,4,26,5,16,7639
4/26/2018,2018,4,26,5,17,7496
4/26/2018,2018,4,26,5,18,7627
4/26/2018,2018,4,26,5,19,8436
4/26/2018,2018,4,26,5,20,9245
4/26/2018,2018,4,26,5,21,9073
4/26/2018,2018,4,26,5,22,8851
4/26/2018,2018,4,26,5,23,8279
4/27/2018,2018,4,27,6,0,7566
4/27/2018,2018,4,27,6,1,6364
4/27/2018,2018,4,27,6,2,5300
4/27/2018,2018,4,27,6,3,4793
4/27/2018,2018,4,27,6,4,4658
4/27/2018,2018,4,27,6,5,4957
4/27/2018,2018,4,27,6,6,4842
4/27/2018,2018,4,27,6,7,5060
4/27/2018,2018,4,27,6,8,5377
4/27/2018,2018,4,27,6,9,5561
4/27/2018,2018,4,27,6,10,5622
4/27/2018,2018,4,27,6,11,5910
4/27/2018,2018,4,27,6,12,6297
4/27/2018,2018,4,27,6,13,6596
4/27/2018,2018,4,27,6,14,6580
4/27/2018,2018,4,27,6,15,6999
4/27/2018,2018,4,27,6,16,6755
4/27/2018,2018,4,27,6,17,6497
4/27/2018,2018,4,27,6,18,6294
4/27/2018,2018,4,27,6,19,7444.5
4/27/2018,2018,4,27,6,20,8595
4/27/2018,2018,4,27,6,21,8876
4/27/2018,2018,4,27,6,22,8666
4/27/2018,2018,4,27,6,23,8356
4/28/2018,2018,4,28,7,0,7936
4/28/2018,2018,4,28,7,1,7551
4/28/2018,2018,4,28,7,2,7304
4/28/2018,2018,4,28,7,3,7115
4/28/2018,2018,4,28,7,4,6621
4/28/2018,2018,4,28,7,5,6724
4/28/2018,2018,4,28,7,6,6303
4/28/2018,2018,4,28,7,7,6382
4/28/2018,2018,4,28,7,8,6504
4/28/2018,2018,4,28,7,9,6662
4/28/2018,2018,4,28,7,10,7349
4/28/2018,2018,4,28,7,11,7636
4/28/2018,2018,4,28,7,12,7884
4/28/2018,2018,4,28,7,13,8207
4/28/2018,2018,4,28,7,14,8138
4/28/2018,2018,4,28,7,15,8432
4/28/2018,2018,4,28,7,16,8435
4/28/2018,2018,4,28,7,17,8369
4/28/2018,2018,4,28,7,18,7932
4/28/2018,2018,4,28,7,19,8509.5
4/28/2018,2018,4,28,7,20,9087
4/28/2018,2018,4,28,7,21,9131
4/28/2018,2018,4,28,7,22,8424
4/28/2018,2018,4,28,7,23,7250
4/29/2018,2018,4,29,1,0,7565
4/29/2018,2018,4,29,1,1,7229
4/29/2018,2018,4,29,1,2,7110
4/29/2018,2018,4,29,1,3,6767
4/29/2018,2018,4,29,1,4,6288
4/29/2018,2018,4,29,1,5,6364
4/29/2018,2018,4,29,1,6,5902
4/29/2018,2018,4,29,1,7,5783
4/29/2018,2018,4,29,1,8,5832
4/29/2018,2018,4,29,1,9,4197
4/29/2018,2018,4,29,1,10,4629
4/29/2018,2018,4,29,1,11,5447
4/29/2018,2018,4,29,1,12,5525
4/29/2018,2018,4,29,1,13,5444
4/29/2018,2018,4,29,1,14,5470
4/29/2018,2018,4,29,1,15,5836
4/29/2018,2018,4,29,1,16,5866
4/29/2018,2018,4,29,1,17,5857
4/29/2018,2018,4,29,1,18,6037
4/29/2018,2018,4,29,1,19,6922
4/29/2018,2018,4,29,1,20,7807
4/29/2018,2018,4,29,1,21,7644
4/29/2018,2018,4,29,1,22,7590
4/29/2018,2018,4,29,1,23,7007
4/30/2018,2018,4,30,2,0,6774
4/30/2018,2018,4,30,2,1,6291
4/30/2018,2018,4,30,2,2,6061
4/30/2018,2018,4,30,2,3,5912
4/30/2018,2018,4,30,2,4,5534
4/30/2018,2018,4,30,2,5,5672
4/30/2018,2018,4,30,2,6,5451
4/30/2018,2018,4,30,2,7,5710
4/30/2018,2018,4,30,2,8,5821
4/30/2018,2018,4,30,2,9,6113
4/30/2018,2018,4,30,2,10,6022
4/30/2018,2018,4,30,2,11,5795
4/30/2018,2018,4,30,2,12,3731
4/30/2018,2018,4,30,2,13,3989
4/30/2018,2018,4,30,2,14,4258
4/30/2018,2018,4,30,2,15,4758
4/30/2018,2018,4,30,2,16,5075
4/30/2018,2018,4,30,2,17,5453
4/30/2018,2018,4,30,2,18,5455
4/30/2018,2018,4,30,2,19,6355.5
4/30/2018,2018,4,30,2,20,7256
4/30/2018,2018,4,30,2,21,7155
4/30/2018,2018,4,30,2,22,6852
4/30/2018,2018,4,30,2,23,6640
5/1/2018,2018,5,1,3,0,6148
5/1/2018,2018,5,1,3,1,5780
5/1/2018,2018,5,1,3,2,5516
5/1/2018,2018,5,1,3,3,5249
5/1/2018,2018,5,1,3,4,4961
5/1/2018,2018,5,1,3,5,4928
5/1/2018,2018,5,1,3,6,4553
5/1/2018,2018,5,1,3,7,4453
5/1/2018,2018,5,1,3,8,4476
5/1/2018,2018,5,1,3,9,4509
5/1/2018,2018,5,1,3,10,4821
5/1/2018,2018,5,1,3,11,5049
5/1/2018,2018,5,1,3,12,5579
5/1/2018,2018,5,1,3,13,5607
5/1/2018,2018,5,1,3,14,5808
5/1/2018,2018,5,1,3,15,5938
5/1/2018,2018,5,1,3,16,5831
5/1/2018,2018,5,1,3,17,5581
5/1/2018,2018,5,1,3,18,5534
5/1/2018,2018,5,1,3,19,6578.5
5/1/2018,2018,5,1,3,20,7623
5/1/2018,2018,5,1,3,21,7770
5/1/2018,2018,5,1,3,22,7506
5/1/2018,2018,5,1,3,23,7166
5/2/2018,2018,5,2,4,0,6741
5/2/2018,2018,5,2,4,1,6240
5/2/2018,2018,5,2,4,2,5899
5/2/2018,2018,5,2,4,3,5762
5/2/2018,2018,5,2,4,4,5469
5/2/2018,2018,5,2,4,5,5317
5/2/2018,2018,5,2,4,6,4707
5/2/2018,2018,5,2,4,7,4666
5/2/2018,2018,5,2,4,8,4765
5/2/2018,2018,5,2,4,9,5006
5/2/2018,2018,5,2,4,10,5206
5/2/2018,2018,5,2,4,11,5515
5/2/2018,2018,5,2,4,12,5605
5/2/2018,2018,5,2,4,13,5792
5/2/2018,2018,5,2,4,14,5680
5/2/2018,2018,5,2,4,15,5538
5/2/2018,2018,5,2,4,16,4183
5/2/2018,2018,5,2,4,17,4065
5/2/2018,2018,5,2,4,18,4402
5/2/2018,2018,5,2,4,19,5344.5
5/2/2018,2018,5,2,4,20,6287
5/2/2018,2018,5,2,4,21,6579
5/2/2018,2018,5,2,4,22,6402
5/2/2018,2018,5,2,4,23,6186
5/3/2018,2018,5,3,5,0,5982
5/3/2018,2018,5,3,5,1,5656
5/3/2018,2018,5,3,5,2,5428
5/3/2018,2018,5,3,5,3,5210
5/3/2018,2018,5,3,5,4,4956
5/3/2018,2018,5,3,5,5,5163
5/3/2018,2018,5,3,5,6,4966
5/3/2018,2018,5,3,5,7,5279
5/3/2018,2018,5,3,5,8,5407
5/3/2018,2018,5,3,5,9,6170
5/3/2018,2018,5,3,5,10,6583
5/3/2018,2018,5,3,5,11,7004
5/3/2018,2018,5,3,5,12,7343
5/3/2018,2018,5,3,5,13,7565
5/3/2018,2018,5,3,5,14,7345
5/3/2018,2018,5,3,5,15,7419
5/3/2018,2018,5,3,5,16,7392
5/3/2018,2018,5,3,5,17,7140
5/3/2018,2018,5,3,5,18,7073
5/3/2018,2018,5,3,5,19,8082
5/3/2018,2018,5,3,5,20,9091
5/3/2018,2018,5,3,5,21,9040
5/3/2018,2018,5,3,5,22,8823
5/3/2018,2018,5,3,5,23,8581
5/4/2018,2018,5,4,6,0,8025
5/4/2018,2018,5,4,6,1,7542
5/4/2018,2018,5,4,6,2,7267
5/4/2018,2018,5,4,6,3,6984
5/4/2018,2018,5,4,6,4,6465
5/4/2018,2018,5,4,6,5,6458
5/4/2018,2018,5,4,6,6,5859
5/4/2018,2018,5,4,6,7,5703
5/4/2018,2018,5,4,6,8,5412
5/4/2018,2018,5,4,6,9,5680
5/4/2018,2018,5,4,6,10,5686
5/4/2018,2018,5,4,6,11,5650
5/4/2018,2018,5,4,6,12,5602
5/4/2018,2018,5,4,6,13,5131
5/4/2018,2018,5,4,6,14,5340
5/4/2018,2018,5,4,6,15,5704
5/4/2018,2018,5,4,6,16,5561
5/4/2018,2018,5,4,6,17,5620
5/4/2018,2018,5,4,6,18,5730
5/4/2018,2018,5,4,6,19,6834
5/4/2018,2018,5,4,6,20,7938
5/4/2018,2018,5,4,6,21,8024
5/4/2018,2018,5,4,6,22,7826
5/4/2018,2018,5,4,6,23,7425
5/5/2018,2018,5,5,7,0,7012
5/5/2018,2018,5,5,7,1,6651
5/5/2018,2018,5,5,7,2,6253
5/5/2018,2018,5,5,7,3,6040
5/5/2018,2018,5,5,7,4,5464
5/5/2018,2018,5,5,7,5,5808
5/5/2018,2018,5,5,7,6,5526
5/5/2018,2018,5,5,7,7,5506
5/5/2018,2018,5,5,7,8,5744
5/5/2018,2018,5,5,7,9,6473
5/5/2018,2018,5,5,7,10,6399
5/5/2018,2018,5,5,7,11,6797
5/5/2018,2018,5,5,7,12,7201
5/5/2018,2018,5,5,7,13,7296
5/5/2018,2018,5,5,7,14,7234
5/5/2018,2018,5,5,7,15,7517
5/5/2018,2018,5,5,7,16,6943
5/5/2018,2018,5,5,7,17,6821
5/5/2018,2018,5,5,7,18,7009
5/5/2018,2018,5,5,7,19,7946
5/5/2018,2018,5,5,7,20,8883
5/5/2018,2018,5,5,7,21,8830
5/5/2018,2018,5,5,7,22,8451
5/5/2018,2018,5,5,7,23,8060
5/6/2018,2018,5,6,1,0,7449
5/6/2018,2018,5,6,1,1,7273
5/6/2018,2018,5,6,1,2,6982
5/6/2018,2018,5,6,1,3,6603
5/6/2018,2018,5,6,1,4,5943
5/6/2018,2018,5,6,1,5,6262
5/6/2018,2018,5,6,1,6,5881
5/6/2018,2018,5,6,1,7,6024
5/6/2018,2018,5,6,1,8,6196
5/6/2018,2018,5,6,1,9,6927
5/6/2018,2018,5,6,1,10,7343
5/6/2018,2018,5,6,1,11,7500
5/6/2018,2018,5,6,1,12,7898
5/6/2018,2018,5,6,1,13,8024
5/6/2018,2018,5,6,1,14,7909
5/6/2018,2018,5,6,1,15,8401
5/6/2018,2018,5,6,1,16,8483
5/6/2018,2018,5,6,1,17,8089
5/6/2018,2018,5,6,1,18,7951
5/6/2018,2018,5,6,1,19,8854.5
5/6/2018,2018,5,6,1,20,9758
5/6/2018,2018,5,6,1,21,9666
5/6/2018,2018,5,6,1,22,9583
5/6/2018,2018,5,6,1,23,9449
5/7/2018,2018,5,7,2,0,9095
5/7/2018,2018,5,7,2,1,8431
5/7/2018,2018,5,7,2,2,7905
5/7/2018,2018,5,7,2,3,7334
5/7/2018,2018,5,7,2,4,6358
5/7/2018,2018,5,7,2,5,6186
5/7/2018,2018,5,7,2,6,5390
5/7/2018,2018,5,7,2,7,5626
5/7/2018,2018,5,7,2,8,5451
5/7/2018,2018,5,7,2,9,5971
5/7/2018,2018,5,7,2,10,6334
5/7/2018,2018,5,7,2,11,6651
5/7/2018,2018,5,7,2,12,7083
5/7/2018,2018,5,7,2,13,7343
5/7/2018,2018,5,7,2,14,7302
5/7/2018,2018,5,7,2,15,7720
5/7/2018,2018,5,7,2,16,7677
5/7/2018,2018,5,7,2,17,7458
5/7/2018,2018,5,7,2,18,7562
5/7/2018,2018,5,7,2,19,8547
5/7/2018,2018,5,7,2,20,9532
5/7/2018,2018,5,7,2,21,9488
5/7/2018,2018,5,7,2,22,9370
5/7/2018,2018,5,7,2,23,9189
5/8/2018,2018,5,8,3,0,8731
5/8/2018,2018,5,8,3,1,8280
5/8/2018,2018,5,8,3,2,7974
5/8/2018,2018,5,8,3,3,7594
5/8/2018,2018,5,8,3,4,6892
5/8/2018,2018,5,8,3,5,7317
5/8/2018,2018,5,8,3,6,6803
5/8/2018,2018,5,8,3,7,6798
5/8/2018,2018,5,8,3,8,6736
5/8/2018,2018,5,8,3,9,7141
5/8/2018,2018,5,8,3,10,7348
5/8/2018,2018,5,8,3,11,7496
5/8/2018,2018,5,8,3,12,7628
5/8/2018,2018,5,8,3,13,7826
5/8/2018,2018,5,8,3,14,7895
5/8/2018,2018,5,8,3,15,8258
5/8/2018,2018,5,8,3,16,8296
5/8/2018,2018,5,8,3,17,8006
5/8/2018,2018,5,8,3,18,8024
5/8/2018,2018,5,8,3,19,8730
5/8/2018,2018,5,8,3,20,9436
5/8/2018,2018,5,8,3,21,9472
5/8/2018,2018,5,8,3,22,9517
5/8/2018,2018,5,8,3,23,9309
5/9/2018,2018,5,9,4,0,9152
5/9/2018,2018,5,9,4,1,8616
5/9/2018,2018,5,9,4,2,8181
5/9/2018,2018,5,9,4,3,7834
5/9/2018,2018,5,9,4,4,7386
5/9/2018,2018,5,9,4,5,7721
5/9/2018,2018,5,9,4,6,7220
5/9/2018,2018,5,9,4,7,7153
5/9/2018,2018,5,9,4,8,7212
5/9/2018,2018,5,9,4,9,7488
5/9/2018,2018,5,9,4,10,7650
5/9/2018,2018,5,9,4,11,7524
5/9/2018,2018,5,9,4,12,7531
5/9/2018,2018,5,9,4,13,6857
5/9/2018,2018,5,9,4,14,6943
5/9/2018,2018,5,9,4,15,7602
5/9/2018,2018,5,9,4,16,7691
5/9/2018,2018,5,9,4,17,7662
5/9/2018,2018,5,9,4,18,7480
5/9/2018,2018,5,9,4,19,8417.5
5/9/2018,2018,5,9,4,20,9355
5/9/2018,2018,5,9,4,21,9446
5/9/2018,2018,5,9,4,22,9342
5/9/2018,2018,5,9,4,23,9205
5/10/2018,2018,5,10,5,0,8773
5/10/2018,2018,5,10,5,1,8376
5/10/2018,2018,5,10,5,2,7991
5/10/2018,2018,5,10,5,3,7736
5/10/2018,2018,5,10,5,4,7273
5/10/2018,2018,5,10,5,5,7288
5/10/2018,2018,5,10,5,6,6903
5/10/2018,2018,5,10,5,7,6946
5/10/2018,2018,5,10,5,8,7187
5/10/2018,2018,5,10,5,9,7214
5/10/2018,2018,5,10,5,10,7342
5/10/2018,2018,5,10,5,11,6354
5/10/2018,2018,5,10,5,12,4833
5/10/2018,2018,5,10,5,13,5186
5/10/2018,2018,5,10,5,14,5762
5/10/2018,2018,5,10,5,15,6101
5/10/2018,2018,5,10,5,16,6247
5/10/2018,2018,5,10,5,17,6237
5/10/2018,2018,5,10,5,18,6395
5/10/2018,2018,5,10,5,19,7174.5
5/10/2018,2018,5,10,5,20,7954
5/10/2018,2018,5,10,5,21,8033
5/10/2018,2018,5,10,5,22,7805
5/10/2018,2018,5,10,5,23,7418
5/11/2018,2018,5,11,6,0,7127
5/11/2018,2018,5,11,6,1,6724
5/11/2018,2018,5,11,6,2,6332
5/11/2018,2018,5,11,6,3,6077
5/11/2018,2018,5,11,6,4,5700
5/11/2018,2018,5,11,6,5,5724
5/11/2018,2018,5,11,6,6,5310
5/11/2018,2018,5,11,6,7,5348
5/11/2018,2018,5,11,6,8,5286
5/11/2018,2018,5,11,6,9,5166
5/11/2018,2018,5,11,6,10,5259
5/11/2018,2018,5,11,6,11,5539
5/11/2018,2018,5,11,6,12,5768
5/11/2018,2018,5,11,6,13,6180
5/11/2018,2018,5,11,6,14,6003
5/11/2018,2018,5,11,6,15,6323
5/11/2018,2018,5,11,6,16,6106
5/11/2018,2018,5,11,6,17,5750
5/11/2018,2018,5,11,6,18,5487
5/11/2018,2018,5,11,6,19,6018
5/11/2018,2018,5,11,6,20,6549
5/11/2018,2018,5,11,6,21,6523
5/11/2018,2018,5,11,6,22,6558
5/11/2018,2018,5,11,6,23,6517
5/12/2018,2018,5,12,7,0,6299
5/12/2018,2018,5,12,7,1,6059
5/12/2018,2018,5,12,7,2,5748
5/12/2018,2018,5,12,7,3,5581
5/12/2018,2018,5,12,7,4,5269
5/12/2018,2018,5,12,7,5,5368
5/12/2018,2018,5,12,7,6,5152
5/12/2018,2018,5,12,7,7,5324
